-9.7331, 0.0393
-8.5309, 0.0572
-7.4051, 0.0720
-6.2793, 0.0929
-5.2298, 0.1169
-4.2376, 0.1500
-3.1119, 0.1860
-1.9290, 0.2372
-1.3376, 0.2643
-0.5363, 0.3065
0.4747, 0.3638
1.5430, 0.4362
2.6684, 0.5146
3.7175, 0.5961
4.6712, 0.6836
5.6057, 0.7712
6.5021, 0.8648
7.3984, 0.9645
8.2565, 1.0763
8.9811, 1.1700
9.5531, 1.2485
10.0678, 1.3302
10.5826, 1.4057
11.0592, 1.4813
11.5168, 1.5568
11.9934, 1.6354
12.5081, 1.7201
12.9846, 1.8078
13.3659, 1.8773
13.7853, 1.9498
14.1475, 2.0133
14.5096, 2.0889
14.8527, 2.1524
15.1767, 2.2129
15.5579, 2.2854
15.8820, 2.3489
16.2632, 2.4245
16.7587, 2.5182
17.1208, 2.6029
17.7497, 2.7329
18.3787, 2.8539
19.0077, 2.9899
